epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.7118,0.62176,0.78846,0.95269,0.99661,1,0.995,0.93638,0.38975,0.50808,0.80721,0.0671051,1.64557e-05,1.64557e-05
2,34.5483,0.58123,0.73741,0.94218,0.99676,1,0.995,0.96446,0.26768,0.40481,0.78054,0.0337882,3.29205e-05,3.29205e-05
3,50.0165,0.57945,0.70668,0.94715,0.99765,1,0.995,0.97625,0.23482,0.37825,0.77253,0.000470524,4.85828e-05,4.85828e-05
4,65.4776,0.55367,0.6656,0.93365,0.99727,1,0.995,0.97737,0.21537,0.36581,0.77121,4.73024e-05,4.73024e-05,4.73024e-05
5,81.026,0.55883,0.68275,0.93343,0.99715,1,0.995,0.9761,0.23236,0.36831,0.77595,4.52732e-05,4.52732e-05,4.52732e-05
6,96.5156,0.54879,0.67103,0.93469,0.99748,1,0.995,0.98109,0.21507,0.36758,0.77391,4.27509e-05,4.27509e-05,4.27509e-05
7,112.129,0.54133,0.67974,0.93644,0.99754,1,0.995,0.97921,0.22044,0.37794,0.77335,3.97977e-05,3.97977e-05,3.97977e-05
8,127.699,0.54255,0.66141,0.93329,0.99723,1,0.995,0.98227,0.2161,0.34616,0.77067,3.64863e-05,3.64863e-05,3.64863e-05
9,143.25,0.54014,0.6504,0.92864,0.99758,1,0.995,0.97892,0.21453,0.34686,0.77206,3.28982e-05,3.28982e-05,3.28982e-05
10,158.743,0.54059,0.65758,0.92603,0.99717,1,0.995,0.97568,0.21803,0.35456,0.77159,2.91218e-05,2.91218e-05,2.91218e-05
11,192.156,0.41708,0.46458,0.83105,0.99688,1,0.995,0.97936,0.22321,0.34958,0.77121,2.525e-05,2.525e-05,2.525e-05
12,207.615,0.41933,0.44803,0.83195,0.99726,1,0.995,0.97645,0.21838,0.35705,0.76973,2.13782e-05,2.13782e-05,2.13782e-05
13,222.892,0.41134,0.44647,0.84041,0.99733,1,0.995,0.97854,0.21894,0.35239,0.76931,1.76018e-05,1.76018e-05,1.76018e-05
14,238.798,0.40935,0.43774,0.82506,0.99719,1,0.995,0.97977,0.21824,0.35787,0.76861,1.40137e-05,1.40137e-05,1.40137e-05
15,254.273,0.40734,0.43863,0.82545,0.99736,1,0.995,0.98004,0.20925,0.34548,0.76736,1.07023e-05,1.07023e-05,1.07023e-05
16,269.843,0.40729,0.43467,0.8314,0.99731,1,0.995,0.97809,0.20886,0.34474,0.76772,7.74911e-06,7.74911e-06,7.74911e-06
17,285.418,0.40631,0.43509,0.82966,0.99737,1,0.995,0.97992,0.20602,0.34083,0.76743,5.22683e-06,5.22683e-06,5.22683e-06
18,300.997,0.40628,0.43428,0.82586,0.99725,1,0.995,0.98232,0.20337,0.34245,0.76701,3.19759e-06,3.19759e-06,3.19759e-06
19,316.673,0.403,0.42968,0.82436,0.99735,1,0.995,0.98176,0.20466,0.34151,0.76745,1.71135e-06,1.71135e-06,1.71135e-06
20,332.164,0.40314,0.43508,0.82828,0.99738,1,0.995,0.98272,0.20338,0.34035,0.76686,8.04714e-07,8.04714e-07,8.04714e-07
